sample	ng	vaf	molecules	duplex	duplex_pct	variants_called	tp	fp	fn	tn	sensitivity	precision	specificity	fpr	fdr	fnr	f1	snv_tp	snv_fp	snv_fn	snv_sensitivity	snv_precision	snv_specificity	snv_fpr	indel_tp	indel_fp	indel_fn	indel_sensitivity	indel_precision	indel_specificity	indel_fpr	t_assemble_ms	t_index_ms	t_pathfind_ms	t_call_ms	t_output_ms	rss_assemble_mb	rss_index_mb	rss_pathfind_mb	rss_call_mb	rss_output_mb	cpu_assemble_pct	cpu_index_pct	cpu_pathfind_pct	cpu_call_pct	cpu_output_pct	peak_rss_mb	wall_time_s	exit_code
Sample_15ng_VAF_0p001pc	15ng	0.001	37049	5408	14.597	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	793	568	165	0	0	197.0	173.3	189.8	0.0	0.0	99.8	109.7	99.7	0.0	79.8	197.0	1.8	0
Sample_15ng_VAF_0p01pc	15ng	0.01	35378	6782	19.17	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	833	576	151	0	0	199.0	174.1	190.6	0.0	0.0	99.8	99.8	99.8	0.0	109.7	199.0	1.9	0
Sample_15ng_VAF_0p1pc	15ng	0.1	38655	6597	17.066	2	2	0	373	0	0.0053	1.0	0.0	0.0	0.0	0.9947	0.0106	2	0	203	0.0098	1.0	0.0	0.0	0	2	170	0.0	0.0	0.0	1.0	845	607	172	0	0	202.6	177.7	194.2	0.0	0.0	99.8	99.8	99.8	0.0	69.8	202.6	1.9	0
Sample_15ng_VAF_0p25pc	15ng	0.25	34512	6409	18.57	3	3	0	372	0	0.008	1.0	0.0	0.0	0.0	0.992	0.0159	0	3	205	0.0	0.0	0.0	1.0	3	0	167	0.0176	1.0	0.0	0.0	815	574	176	0	0	200.2	172.1	188.6	0.0	172.2	99.8	99.7	99.7	0.0	99.7	200.2	1.9	0
Sample_15ng_VAF_0p5pc	15ng	0.5	38846	6151	15.834	11	11	0	364	0	0.0293	1.0	0.0	0.0	0.0	0.9707	0.057	7	4	198	0.0341	0.6364	0.0	1.0	4	7	166	0.0235	0.3636	0.0	1.0	955	635	183	1	0	202.6	177.6	194.1	0.0	178.4	109.8	109.7	109.8	0.0	99.8	202.6	2.1	0
Sample_15ng_VAF_0pc	15ng	0.0	38545	6074	15.758	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	823	586	177	0	0	201.8	176.8	193.4	0.0	177.1	99.8	99.8	99.8	0.0	99.8	201.8	1.9	0
Sample_15ng_VAF_1pc	15ng	1.0	37186	6179	16.616	50	50	0	325	0	0.1333	1.0	0.0	0.0	0.0	0.8667	0.2353	37	13	168	0.1805	0.74	0.0	1.0	13	37	157	0.0765	0.26	0.0	1.0	836	625	183	1	0	199.9	175.0	191.5	0.0	0.0	109.7	99.8	109.7	0.0	89.8	199.9	1.9	0
Sample_15ng_VAF_2pc	15ng	2.0	33993	7166	21.081	102	102	0	273	0	0.272	1.0	0.0	0.0	0.0	0.728	0.4277	78	24	127	0.3805	0.7647	0.0	1.0	24	78	146	0.1412	0.2353	0.0	1.0	829	617	183	1	0	197.8	173.0	189.5	0.0	0.0	109.7	109.7	99.8	0.0	89.8	197.8	1.9	0
Sample_30ng_VAF_0p001pc	30ng	0.001	35224	2870	8.148	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	756	592	168	0	0	190.1	165.2	181.7	0.0	0.0	109.7	109.7	99.7	0.0	59.8	190.1	1.8	0
Sample_30ng_VAF_0p01pc	30ng	0.01	29213	3681	12.601	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	740	490	156	0	0	183.8	159.0	159.0	0.0	163.3	99.8	99.8	99.7	0.0	99.7	183.8	1.7	0
Sample_30ng_VAF_0p1pc	30ng	0.1	34039	3479	10.221	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	791	591	164	0	0	189.8	165.4	182.0	0.0	0.0	99.8	99.8	109.7	0.0	89.8	189.8	1.8	0
Sample_30ng_VAF_0p25pc	30ng	0.25	35767	3152	8.813	4	4	0	371	0	0.0107	1.0	0.0	0.0	0.0	0.9893	0.0211	2	2	203	0.0098	0.5	0.0	1.0	2	2	168	0.0118	0.5	0.0	1.0	785	576	174	0	0	190.9	166.4	182.9	0.0	0.0	99.8	99.7	99.8	0.0	79.8	190.9	1.8	0
