sample	ng	vaf	molecules	duplex	duplex_pct	variants_called	tp	fp	fn	tn	sensitivity	precision	specificity	fpr	fdr	fnr	f1	snv_tp	snv_fp	snv_fn	snv_sensitivity	snv_precision	snv_specificity	snv_fpr	indel_tp	indel_fp	indel_fn	indel_sensitivity	indel_precision	indel_specificity	indel_fpr	t_assemble_ms	t_index_ms	t_pathfind_ms	t_call_ms	t_output_ms	rss_assemble_mb	rss_index_mb	rss_pathfind_mb	rss_call_mb	rss_output_mb	cpu_assemble_pct	cpu_index_pct	cpu_pathfind_pct	cpu_call_pct	cpu_output_pct	peak_rss_mb	wall_time_s	exit_code
Sample_15ng_VAF_0p001pc	15ng	0.001	162289	19	0.012	56	2	54	373	0	0.0053	0.0357	0.0	1.0	0.9643	0.9947	0.0093	2	54	203	0.0098	0.0357	0.0	1.0	0	56	170	0.0	0.0	0.0	1.0	1577	2468	694	474	0	381.5	428.8	550.8	517.9	484.8	109.8	109.7	99.8	99.8	99.7	550.8	5.6	0
Sample_15ng_VAF_0p01pc	15ng	0.01	168975	39	0.023	38	1	37	374	0	0.0027	0.0263	0.0	1.0	0.9737	0.9973	0.0048	1	37	204	0.0049	0.0263	0.0	1.0	0	38	170	0.0	0.0	0.0	1.0	1620	2457	716	426	0	413.4	439.5	562.2	530.8	423.1	109.8	109.7	99.8	99.8	109.7	562.2	5.6	0
Sample_15ng_VAF_0p1pc	15ng	0.1	158577	25	0.016	54	14	40	361	0	0.0373	0.2593	0.0	1.0	0.7407	0.9627	0.0653	12	42	193	0.0585	0.2222	0.0	1.0	2	52	168	0.0118	0.037	0.0	1.0	1543	2332	672	484	0	379.3	419.7	537.0	508.4	475.5	109.7	109.7	109.7	99.8	99.8	537.0	5.4	0
Sample_15ng_VAF_0p25pc	15ng	0.25	170208	34	0.02	101	54	47	321	0	0.144	0.5347	0.0	1.0	0.4653	0.856	0.2269	43	58	162	0.2098	0.4257	0.0	1.0	11	90	159	0.0647	0.1089	0.0	1.0	1669	2608	809	495	1	391.5	457.3	645.0	620.8	620.8	109.7	109.7	99.8	99.8	99.8	645.0	6.0	0
Sample_15ng_VAF_0p5pc	15ng	0.5	158653	29	0.018	131	86	45	289	0	0.2293	0.6565	0.0	1.0	0.3435	0.7707	0.3399	58	73	147	0.2829	0.4427	0.0	1.0	28	103	142	0.1647	0.2137	0.0	1.0	1542	2365	883	637	1	382.9	420.5	545.1	512.1	479.2	109.7	109.8	99.8	99.8	99.7	545.1	5.8	0
Sample_15ng_VAF_0pc	15ng	0.0	159559	27	0.017	45	0	45	375	0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0	45	205	0.0	0.0	0.0	1.0	0	45	170	0.0	0.0	0.0	1.0	1574	2590	722	464	0	378.2	421.3	545.0	512.1	479.2	109.7	109.7	109.7	99.8	99.8	545.0	5.5	0
Sample_15ng_VAF_1pc	15ng	1.0	162184	26	0.016	223	168	55	207	0	0.448	0.7534	0.0	1.0	0.2466	0.552	0.5619	120	103	85	0.5854	0.5381	0.0	1.0	48	175	122	0.2824	0.2152	0.0	1.0	1577	2386	750	616	1	381.2	428.5	552.9	519.9	486.9	109.7	109.7	99.8	99.8	99.7	552.9	5.7	0
Sample_15ng_VAF_2pc	15ng	2.0	172192	25	0.015	261	210	51	165	0	0.56	0.8046	0.0	1.0	0.1954	0.44	0.6604	152	109	53	0.7415	0.5824	0.0	1.0	58	203	112	0.3412	0.2222	0.0	1.0	1628	2557	970	602	1	406.9	461.3	647.4	625.4	559.4	109.7	109.7	109.7	99.8	99.8	647.4	6.2	0
Sample_30ng_VAF_0p001pc	30ng	0.001	164408	28	0.017	62	1	61	374	0	0.0027	0.0161	0.0	1.0	0.9839	0.9973	0.0046	1	61	204	0.0049	0.0161	0.0	1.0	0	62	170	0.0	0.0	0.0	1.0	1616	2520	898	539	1	383.4	480.6	669.0	614.1	614.1	109.7	109.7	109.7	99.8	99.8	669.0	6.0	0
Sample_30ng_VAF_0p01pc	30ng	0.01	179059	39	0.022	64	1	63	374	0	0.0027	0.0156	0.0	1.0	0.9844	0.9973	0.0046	1	63	204	0.0049	0.0156	0.0	1.0	0	64	170	0.0	0.0	0.0	1.0	1694	2730	1158	433	1	401.9	507.9	715.4	649.4	583.4	109.7	109.7	99.8	99.8	99.7	715.4	6.5	0
