sample	ng	vaf	molecules	duplex	duplex_pct	variants_called	tp	fp	fn	tn	sensitivity	precision	specificity	fpr	fdr	fnr	f1	snv_tp	snv_fp	snv_fn	snv_sensitivity	snv_precision	snv_specificity	snv_fpr	indel_tp	indel_fp	indel_fn	indel_sensitivity	indel_precision	indel_specificity	indel_fpr	t_assemble_ms	t_index_ms	t_pathfind_ms	t_call_ms	t_output_ms	rss_assemble_mb	rss_index_mb	rss_pathfind_mb	rss_call_mb	rss_output_mb	cpu_assemble_pct	cpu_index_pct	cpu_pathfind_pct	cpu_call_pct	cpu_output_pct	peak_rss_mb	wall_time_s	exit_code
Sample_15ng_VAF_0p001pc	15ng	0.001	306372	28395	9.268	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	17141	4521	400	8	0	1482.4	1215.4	1215.4	0.0	1215.5	109.7	99.8	109.7	0.0	99.8	1482.4	22.6	0
Sample_15ng_VAF_0p01pc	15ng	0.01	337279	42385	12.567	1	1	0	374	0	0.0027	1.0	0.0	0.0	0.0	0.9973	0.0053	1	0	204	0.0049	1.0	0.0	0.0	0	1	170	0.0	0.0	0.0	1.0	17517	5043	430	8	0	1517.2	1286.9	1287.0	0.0	1287.1	109.7	89.7	109.7	0.0	99.8	1517.2	23.6	0
Sample_15ng_VAF_0p1pc	15ng	0.1	288906	33012	11.427	21	21	0	354	0	0.056	1.0	0.0	0.0	0.0	0.944	0.1061	17	4	188	0.0829	0.8095	0.0	1.0	4	17	166	0.0235	0.1905	0.0	1.0	16490	4902	379	7	0	1434.4	1199.8	1199.9	0.0	1199.9	109.8	89.7	109.7	0.0	109.7	1434.4	22.3	0
Sample_15ng_VAF_0p25pc	15ng	0.25	345572	41957	12.141	105	105	0	270	0	0.28	1.0	0.0	0.0	0.0	0.72	0.4375	78	27	127	0.3805	0.7429	0.0	1.0	27	78	143	0.1588	0.2571	0.0	1.0	17863	5744	533	6	0	1546.3	0.0	1296.0	0.0	1296.2	109.7	0.0	109.8	0.0	99.7	1546.3	24.8	0
Sample_15ng_VAF_0p5pc	15ng	0.5	290159	30299	10.442	154	154	0	221	0	0.4107	1.0	0.0	0.0	0.0	0.5893	0.5822	109	45	96	0.5317	0.7078	0.0	1.0	45	109	125	0.2647	0.2922	0.0	1.0	16607	4280	427	6	0	1430.3	1198.4	1198.5	0.0	1198.7	109.7	99.7	109.7	0.0	99.8	1430.3	21.9	0
Sample_15ng_VAF_0pc	15ng	0.0	292663	30450	10.404	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	16565	4325	400	7	0	1447.6	0.0	1201.1	0.0	1201.2	109.7	0.0	109.7	0.0	99.7	1447.6	21.8	0
Sample_15ng_VAF_1pc	15ng	1.0	306675	32548	10.613	216	216	0	159	0	0.576	1.0	0.0	0.0	0.0	0.424	0.731	154	62	51	0.7512	0.713	0.0	1.0	62	154	108	0.3647	0.287	0.0	1.0	17241	5273	421	4	0	1494.5	1223.3	1223.4	0.0	1223.4	109.7	89.8	109.7	0.0	99.8	1494.5	23.5	0
Sample_15ng_VAF_2pc	15ng	2.0	354483	47149	13.301	238	238	0	137	0	0.6347	1.0	0.0	0.0	0.0	0.3653	0.7765	168	70	37	0.8195	0.7059	0.0	1.0	70	168	100	0.4118	0.2941	0.0	1.0	18529	5379	516	4	1	1549.0	1318.8	1318.8	0.0	1319.0	109.8	99.7	109.7	0.0	109.7	1549.0	25.0	0
Sample_30ng_VAF_0p001pc	30ng	0.001	327558	16470	5.028	3	3	0	372	0	0.008	1.0	0.0	0.0	0.0	0.992	0.0159	3	0	202	0.0146	1.0	0.0	0.0	0	3	170	0.0	0.0	0.0	1.0	17946	5155	454	8	0	1491.8	0.0	1218.3	0.0	1218.3	109.7	0.0	109.7	0.0	99.8	1491.8	24.1	0
Sample_30ng_VAF_0p01pc	30ng	0.01	418228	30342	7.255	1	1	0	374	0	0.0027	1.0	0.0	0.0	0.0	0.9973	0.0053	1	0	204	0.0049	1.0	0.0	0.0	0	1	170	0.0	0.0	0.0	1.0	20314	7686	685	9	0	1621.4	1370.6	1502.7	0.0	1502.8	109.7	89.7	109.7	0.0	109.7	1621.4	29.4	0
Sample_30ng_VAF_0p1pc	30ng	0.1	348101	21901	6.292	34	34	0	341	0	0.0907	1.0	0.0	0.0	0.0	0.9093	0.1663	30	4	175	0.1463	0.8824	0.0	1.0	4	30	166	0.0235	0.1176	0.0	1.0	18085	5434	474	7	0	1510.7	1259.9	1260.1	0.0	1260.1	109.8	99.7	109.7	0.0	109.7	1510.7	24.6	0
Sample_30ng_VAF_0p25pc	30ng	0.25	319800	17638	5.515	109	109	0	266	0	0.2907	1.0	0.0	0.0	0.0	0.7093	0.4504	78	31	127	0.3805	0.7156	0.0	1.0	31	78	139	0.1824	0.2844	0.0	1.0	18185	5161	435	6	0	1456.0	1208.6	1208.7	0.0	1208.8	109.7	109.6	109.8	0.0	99.7	1456.0	24.3	0
Sample_30ng_VAF_0p5pc	30ng	0.5	355458	23936	6.734	181	181	0	194	0	0.4827	1.0	0.0	0.0	0.0	0.5173	0.6511	129	52	76	0.6293	0.7127	0.0	1.0	52	129	118	0.3059	0.2873	0.0	1.0	18413	5535	518	5	1	1517.1	1278.4	1278.5	0.0	1278.6	109.7	89.7	109.7	0.0	109.7	1517.1	25.1	0
Sample_30ng_VAF_0pc	30ng	0.0	338767	20613	6.085	1	1	0	374	0	0.0027	1.0	0.0	0.0	0.0	0.9973	0.0053	1	0	204	0.0049	1.0	0.0	0.0	0	1	170	0.0	0.0	0.0	1.0	18391	6156	447	8	0	1493.5	1244.5	1244.6	0.0	1244.7	109.7	99.7	109.7	0.0	99.7	1493.5	25.6	0
Sample_30ng_VAF_1pc	30ng	1.0	342084	19943	5.83	220	220	0	155	0	0.5867	1.0	0.0	0.0	0.0	0.4133	0.7395	156	64	49	0.761	0.7091	0.0	1.0	64	156	106	0.3765	0.2909	0.0	1.0	18189	5560	508	5	1	1499.1	1248.8	1248.8	0.0	1248.9	109.7	99.7	109.7	0.0	109.7	1499.1	24.8	0
