sample	ng	vaf	molecules	duplex	duplex_pct	variants_called	tp	fp	fn	tn	sensitivity	precision	specificity	fpr	fdr	fnr	f1	snv_tp	snv_fp	snv_fn	snv_sensitivity	snv_precision	snv_specificity	snv_fpr	indel_tp	indel_fp	indel_fn	indel_sensitivity	indel_precision	indel_specificity	indel_fpr	ml_tp	ml_fp	ml_fn	ml_sensitivity	ml_precision	ml_f1	ml_snv_tp	ml_snv_fp	ml_snv_fn	ml_snv_sensitivity	ml_indel_tp	ml_indel_fp	ml_indel_fn	ml_indel_sensitivity	t_assemble_ms	t_index_ms	t_pathfind_ms	t_call_ms	t_output_ms	rss_assemble_mb	rss_index_mb	rss_pathfind_mb	rss_call_mb	rss_output_mb	cpu_assemble_pct	cpu_index_pct	cpu_pathfind_pct	cpu_call_pct	cpu_output_pct	peak_rss_mb	wall_time_s	exit_code
Sample_30ng_VAF_0p1pc	30ng	0.1	403760	28549	7.071	108	31	77	344	0	0.0827	0.287	0.0	1.0	0.713	0.9173	0.1284	28	80	177	0.1366	0.2593	0.0	1.0	3	105	167	0.0176	0.0278	0.0	1.0	22	19	353	0.0587	0.5366	0.1058	20	21	185	0.0976	2	39	168	0.0118	38811	6313	410	41	0	2565.1	2085.5	2085.5	0.0	2098.1	109.7	109.7	99.8	0.0	109.7	2565.1	46.2	0
Sample_30ng_VAF_0p25pc	30ng	0.25	362468	21751	6.001	185	107	78	268	0	0.2853	0.5784	0.0	1.0	0.4216	0.7147	0.3821	78	107	127	0.3805	0.4216	0.0	1.0	29	156	141	0.1706	0.1568	0.0	1.0	93	20	282	0.248	0.823	0.3811	67	46	138	0.3268	26	87	144	0.1529	38229	5739	413	48	0	2482.0	2007.7	2007.7	2020.0	2020.2	109.7	109.7	99.7	109.7	109.7	2482.0	45.0	0
Sample_30ng_VAF_0p5pc	30ng	0.5	416693	31667	7.6	271	186	85	189	0	0.496	0.6863	0.0	1.0	0.3137	0.504	0.5759	134	137	71	0.6537	0.4945	0.0	1.0	52	219	118	0.3059	0.1919	0.0	1.0	177	20	198	0.472	0.8985	0.6189	127	70	78	0.6195	50	147	120	0.2941	38503	6559	494	58	0	2600.1	2117.3	2117.3	2129.8	2129.8	109.8	109.7	99.7	99.7	109.7	2600.1	46.2	0
Sample_30ng_VAF_0pc	30ng	0.0	390130	26407	6.769	86	0	86	375	0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0	86	205	0.0	0.0	0.0	1.0	0	86	170	0.0	0.0	0.0	1.0	0	18	375	0.0	0.0	0.0	0	18	205	0.0	0	18	170	0.0	38552	6247	410	39	0	2533.9	2062.3	2062.3	2065.4	2074.9	109.7	109.7	109.7	109.7	99.8	2533.9	45.8	0
Sample_30ng_VAF_1pc	30ng	1.0	395457	25611	6.476	307	221	86	154	0	0.5893	0.7199	0.0	1.0	0.2801	0.4107	0.6481	160	147	45	0.7805	0.5212	0.0	1.0	61	246	109	0.3588	0.1987	0.0	1.0	218	26	157	0.5813	0.8934	0.7044	158	86	47	0.7707	60	184	110	0.3529	39018	6156	431	59	0	2549.7	2070.2	2070.2	2073.4	2082.8	109.7	109.7	99.7	99.8	99.8	2549.7	46.3	0
Sample_30ng_VAF_2pc	30ng	2.0	397961	26204	6.585	303	228	75	147	0	0.608	0.7525	0.0	1.0	0.2475	0.392	0.6726	163	140	42	0.7951	0.538	0.0	1.0	65	238	105	0.3824	0.2145	0.0	1.0	222	18	153	0.592	0.925	0.722	159	81	46	0.7756	63	177	107	0.3706	38690	6243	447	60	0	2584.9	2075.1	2075.1	2087.7	2087.7	109.8	109.7	99.7	109.7	99.7	2584.9	46.0	0
Sample_5ng_VAF_0p001pc	5ng	0.001	631467	32063	5.078	34	0	34	375	0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0	34	205	0.0	0.0	0.0	1.0	0	34	170	0.0	0.0	0.0	1.0	0	1	375	0.0	0.0	0.0	0	1	205	0.0	0	1	170	0.0	41116	6012	236	32	0	2916.9	2403.8	2403.8	0.0	2416.4	109.7	109.7	109.7	0.0	99.8	2916.9	48.1	0
Sample_5ng_VAF_0p01pc	5ng	0.01	683493	31500	4.609	42	0	42	375	0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0	42	205	0.0	0.0	0.0	1.0	0	42	170	0.0	0.0	0.0	1.0	0	4	375	0.0	0.0	0.0	0	4	205	0.0	0	4	170	0.0	43581	6370	230	33	0	2982.2	2480.3	2480.3	0.0	2493.1	109.7	109.7	99.7	0.0	99.8	2982.2	50.9	0
Sample_5ng_VAF_0p1pc	5ng	0.1	637616	33244	5.214	58	3	53	372	0	0.008	0.0536	0.0	1.0	0.9464	0.992	0.0139	3	53	202	0.0146	0.0536	0.0	1.0	0	56	170	0.0	0.0	0.0	1.0	3	3	372	0.008	0.5	0.0157	3	3	202	0.0146	0	6	170	0.0	42289	6142	246	34	0	2969.9	2421.4	2421.4	0.0	2434.0	109.8	109.7	99.7	0.0	109.7	2969.9	49.4	0
Sample_5ng_VAF_0p25pc	5ng	0.25	626286	37270	5.951	73	28	45	347	0	0.0747	0.3836	0.0	1.0	0.6164	0.9253	0.125	19	54	186	0.0927	0.2603	0.0	1.0	9	64	161	0.0529	0.1233	0.0	1.0	28	2	347	0.0747	0.9333	0.1383	19	11	186	0.0927	9	21	161	0.0529	42478	6106	240	36	0	2905.8	2409.3	2409.3	0.0	2421.9	109.8	109.7	99.8	0.0	109.7	2905.8	49.5	0
Sample_5ng_VAF_0p5pc	5ng	0.5	643832	32136	4.991	108	70	38	305	0	0.1867	0.6481	0.0	1.0	0.3519	0.8133	0.2899	51	57	154	0.2488	0.4722	0.0	1.0	19	89	151	0.1118	0.1759	0.0	1.0	70	2	305	0.1867	0.9722	0.3132	51	21	154	0.2488	19	53	151	0.1118	41320	6157	246	40	0	2939.7	2423.7	2423.8	0.0	2436.2	109.7	109.7	99.8	0.0	99.8	2939.7	48.5	0
Sample_5ng_VAF_0pc	5ng	0.0	645861	22273	3.449	43	0	43	375	0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0	43	205	0.0	0.0	0.0	1.0	0	43	170	0.0	0.0	0.0	1.0	0	3	375	0.0	0.0	0.0	0	3	205	0.0	0	3	170	0.0	42890	5859	212	33	0	2954.5	2406.1	2406.1	0.0	2418.7	109.8	109.7	99.7	0.0	99.7	2954.5	49.7	0
Sample_5ng_VAF_1pc	5ng	1.0	609701	33081	5.426	197	150	47	225	0	0.4	0.7614	0.0	1.0	0.2386	0.6	0.5245	110	87	95	0.5366	0.5584	0.0	1.0	40	157	130	0.2353	0.203	0.0	1.0	150	4	225	0.4	0.974	0.5671	110	44	95	0.5366	40	114	130	0.2353	40838	6018	258	48	0	2870.8	2375.9	2375.9	2378.8	2388.6	109.7	109.7	99.7	99.8	99.7	2870.8	47.8	0
Sample_5ng_VAF_2pc	5ng	2.0	625985	29643	4.735	241	202	39	173	0	0.5387	0.8382	0.0	1.0	0.1618	0.4613	0.6558	147	94	58	0.7171	0.61	0.0	1.0	55	186	115	0.3235	0.2282	0.0	1.0	202	0	173	0.5387	1.0	0.7002	147	55	58	0.7171	55	147	115	0.3235	41643	5934	247	52	0	2890.5	2394.0	2394.0	0.0	2406.8	109.8	109.7	99.8	0.0	109.7	2890.5	48.6	0
