sample	ng	vaf	molecules	duplex	duplex_pct	variants_called	tp	fp	fn	tn	sensitivity	precision	specificity	fpr	fdr	fnr	f1	snv_tp	snv_fp	snv_fn	snv_sensitivity	snv_precision	snv_specificity	snv_fpr	indel_tp	indel_fp	indel_fn	indel_sensitivity	indel_precision	indel_specificity	indel_fpr	t_assemble_ms	t_index_ms	t_pathfind_ms	t_call_ms	t_output_ms	rss_assemble_mb	rss_index_mb	rss_pathfind_mb	rss_call_mb	rss_output_mb	cpu_assemble_pct	cpu_index_pct	cpu_pathfind_pct	cpu_call_pct	cpu_output_pct	peak_rss_mb	wall_time_s	exit_code
Sample_15ng_VAF_0p001pc	15ng	0.001	311017	34947	11.236	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	10926	4373	1018	2	2	1850.2	1598.0	1598.0	0.0	1598.0	109.7	109.7	99.8	0.0	109.7	1850.2	16.9	0
Sample_15ng_VAF_0p01pc	15ng	0.01	338202	57469	16.993	2	2	0	373	0	0.0053	1.0	0.0	0.0	0.0	0.9947	0.0106	2	0	203	0.0098	1.0	0.0	0.0	0	2	170	0.0	0.0	0.0	1.0	11619	4907	1131	3	2	1934.4	1680.6	1680.6	0.0	1680.6	109.8	109.7	99.8	0.0	99.7	1934.4	18.3	0
Sample_15ng_VAF_0p1pc	15ng	0.1	292393	40412	13.821	23	23	0	352	0	0.0613	1.0	0.0	0.0	0.0	0.9387	0.1156	19	4	186	0.0927	0.8261	0.0	1.0	4	19	166	0.0235	0.1739	0.0	1.0	10548	4262	966	3	2	1858.2	1584.7	1584.7	0.0	1584.7	109.8	109.7	99.8	0.0	99.7	1858.2	16.3	0
Sample_15ng_VAF_0p25pc	15ng	0.25	345900	57629	16.661	98	98	0	277	0	0.2613	1.0	0.0	0.0	0.0	0.7387	0.4144	75	23	130	0.3659	0.7653	0.0	1.0	23	75	147	0.1353	0.2347	0.0	1.0	11870	5073	1205	3	2	1963.7	1688.2	1688.2	0.0	1688.2	109.8	109.7	99.8	0.0	99.8	1963.7	18.8	0
Sample_15ng_VAF_0p5pc	15ng	0.5	293897	36917	12.561	151	151	0	224	0	0.4027	1.0	0.0	0.0	0.0	0.5973	0.5741	109	42	96	0.5317	0.7219	0.0	1.0	42	109	128	0.2471	0.2781	0.0	1.0	10530	4196	1150	3	2	1835.8	1583.0	1583.0	0.0	1583.0	109.7	109.8	109.7	0.0	99.8	1835.8	16.4	0
Sample_15ng_VAF_0pc	15ng	0.0	296575	37132	12.52	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	10446	4090	955	2	1	1865.9	1585.0	1585.0	0.0	1585.0	109.8	109.7	99.8	0.0	99.8	1865.9	16.1	0
Sample_15ng_VAF_1pc	15ng	1.0	310302	40750	13.132	209	209	0	166	0	0.5573	1.0	0.0	0.0	0.0	0.4427	0.7158	151	58	54	0.7366	0.7225	0.0	1.0	58	151	112	0.3412	0.2775	0.0	1.0	10831	4365	1045	3	2	1859.9	1608.0	1608.1	0.0	1608.1	109.7	109.7	109.7	0.0	99.8	1859.9	16.8	0
Sample_15ng_VAF_2pc	15ng	2.0	351341	66552	18.942	230	230	0	145	0	0.6133	1.0	0.0	0.0	0.0	0.3867	0.7603	164	66	41	0.8	0.713	0.0	1.0	66	164	104	0.3882	0.287	0.0	1.0	11938	4954	1662	4	3	1992.0	1714.2	1714.2	0.0	1714.2	109.8	109.7	99.8	0.0	99.8	1992.0	19.2	0
Sample_30ng_VAF_0p001pc	30ng	0.001	334771	20642	6.166	2	2	0	373	0	0.0053	1.0	0.0	0.0	0.0	0.9947	0.0106	2	0	203	0.0098	1.0	0.0	0.0	0	2	170	0.0	0.0	0.0	1.0	10568	4938	1001	2	1	1867.7	1593.5	1593.6	0.0	1593.6	109.8	109.7	109.7	0.0	99.8	1867.7	17.1	0
Sample_30ng_VAF_0p01pc	30ng	0.01	416834	47072	11.293	2	2	0	373	0	0.0053	1.0	0.0	0.0	0.0	0.9947	0.0106	2	0	203	0.0098	1.0	0.0	0.0	0	2	170	0.0	0.0	0.0	1.0	12521	6202	2074	3	2	2031.3	1751.9	1751.9	0.0	1751.9	109.8	109.8	109.7	0.0	99.8	2031.3	21.6	0
Sample_30ng_VAF_0p1pc	30ng	0.1	355944	28576	8.028	29	29	0	346	0	0.0773	1.0	0.0	0.0	0.0	0.9227	0.1436	25	4	180	0.122	0.8621	0.0	1.0	4	25	166	0.0235	0.1379	0.0	1.0	10996	5258	1117	2	2	1904.6	1640.5	1640.5	0.0	1640.6	109.8	109.7	99.8	0.0	99.8	1904.6	18.0	0
Sample_30ng_VAF_0p25pc	30ng	0.25	326595	21774	6.667	107	107	0	268	0	0.2853	1.0	0.0	0.0	0.0	0.7147	0.444	79	28	126	0.3854	0.7383	0.0	1.0	28	79	142	0.1647	0.2617	0.0	1.0	10531	4763	978	2	2	1834.6	1583.9	1583.9	0.0	1583.9	109.7	109.7	99.8	0.0	99.7	1834.6	16.8	0
Sample_30ng_VAF_0p5pc	30ng	0.5	362040	31702	8.756	174	174	0	201	0	0.464	1.0	0.0	0.0	0.0	0.536	0.6339	126	48	79	0.6146	0.7241	0.0	1.0	48	126	122	0.2824	0.2759	0.0	1.0	11139	5531	1448	3	2	1923.5	1660.5	1660.5	0.0	1660.5	109.7	109.7	99.8	0.0	99.8	1923.5	18.7	0
Sample_30ng_VAF_0pc	30ng	0.0	346643	26436	7.626	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	10865	5059	1056	2	1	1899.8	1624.2	1624.2	0.0	1624.2	109.8	109.7	99.8	0.0	99.8	1899.8	17.6	0
Sample_30ng_VAF_1pc	30ng	1.0	349652	25633	7.331	213	213	0	162	0	0.568	1.0	0.0	0.0	0.0	0.432	0.7245	153	60	52	0.7463	0.7183	0.0	1.0	60	153	110	0.3529	0.2817	0.0	1.0	10972	5227	1148	3	2	1904.3	1628.0	1628.0	0.0	1628.0	109.8	109.7	99.8	0.0	99.7	1904.3	17.9	0
Sample_30ng_VAF_2pc	30ng	2.0	351632	26230	7.46	224	224	0	151	0	0.5973	1.0	0.0	0.0	0.0	0.4027	0.7479	160	64	45	0.7805	0.7143	0.0	1.0	64	160	106	0.3765	0.2857	0.0	1.0	11011	5206	1160	3	2	1890.2	1631.9	1631.9	0.0	1631.9	109.7	109.7	99.8	0.0	99.8	1890.2	18.0	0
